CreditoID,FechaCorte,SalCapVigente,SalCapAtrasado,SalCapVencido,SalCapVenNoExi,SalIntOrdinario,SalIntAtrasado,SalIntVencido,SalIntProvision,SalIntNoConta,SalMoratorios,SalComFaltaPago,SalOtrasComisi,SalIVAInteres,SalIVAMoratorios,SalIVAComFalPago,SalIVAComisi,PasoCapAtraDia,PasoCapVenDia,PasoCapVNEDia,PasoIntAtraDia,PasoIntVenDia,CapRegularizado,IntOrdDevengado,IntMorDevengado,ComisiDevengado,PagoCapVigDia,PagoCapAtrDia,PagoCapVenDia,PagoCapVenNexDia,PagoIntOrdDia,PagoIntVenDia,PagoIntAtrDia,PagoIntCalNoCon,PagoComisiDia,PagoMoratorios,PagoIvaDia,IntCondonadoDia,MorCondonadoDia,DiasAtraso,NoCuotasAtraso,MaximoDiasAtraso,LineaCreditoID,ClienteID,MonedaID,FechaInicio,FechaVencimiento,FechaExigible,FechaLiquida,ProductoCreditoID,EstatusCredito,SaldoPromedio,MontoCredito,FrecuenciaCap,PeriodicidadCap,FrecuenciaInt,PeriodicidadInt,NumAmortizacion,FechTraspasVenc,FechAutoriza,ClasifRegID,Calificacion,PorcReserva,EmpresaID,Usuario,FechaActual,DireccionIP,ProgramaID,Sucursal,NumTransaccion
100007525,2015-01-19,27878.06,0.00,0.00,0.00,0.00,0.00,0.00,1059.06,0.00,0.00,0.00,0.00,2890.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,515,1,2014-02-25,2015-08-25,1900-01-01,1900-01-01,1300,V,27878.06,50000.00,M,30,M,30,18,1900-01-01,2014-02-24,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007541,2015-01-19,4218.09,0.00,0.00,0.00,0.00,0.00,0.00,160.24,0.00,0.00,0.00,0.00,954.22,14.69,41.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,14,0,516,1,2014-02-25,2015-02-25,1900-01-01,1900-01-01,1100,V,4218.09,20000.00,M,30,M,30,12,1900-01-01,2014-02-24,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007568,2015-01-19,4218.09,0.00,0.00,0.00,0.00,0.00,0.00,160.24,0.00,0.00,0.00,0.00,954.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,517,1,2014-02-25,2015-02-25,1900-01-01,1900-01-01,1100,V,4218.09,20000.00,M,30,M,30,12,1900-01-01,2014-02-24,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007576,2015-01-19,11128.40,1186.13,0.00,0.00,0.00,536.15,0.00,406.50,0.00,83.94,129.31,0.00,1069.85,91.88,103.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.26,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55,2,56,0,518,1,2014-02-26,2015-08-26,1900-01-01,1900-01-01,1100,V,12427.68,20000.00,M,30,M,30,18,1900-01-01,2014-02-24,41120,C1,30.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007584,2015-01-19,0.00,0.00,11786.74,4218.09,0.00,0.00,2386.98,0.00,1273.83,3813.96,905.17,0.00,394.14,16.88,20.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,209,7,208,0,519,1,2014-02-25,2015-02-25,1900-01-01,1900-01-01,1100,B,16004.83,20000.00,M,30,M,30,12,2014-09-22,2014-02-25,41120,E,100.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007622,2015-01-19,0.00,0.00,8725.90,3734.38,0.00,0.00,1300.92,0.00,91.94,1329.51,1034.48,0.00,969.26,0.00,0.00,0.00,71.84,0.00,0.00,0.00,0.00,0.00,0.00,39.32,129.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103,8,102,0,301,1,2014-02-27,2015-02-26,1900-01-01,1900-01-01,1100,B,12460.28,25000.00,C,14,C,14,26,2015-01-06,2014-02-25,41120,D,75.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007631,2015-01-19,6120.79,0.00,0.00,0.00,0.00,0.00,0.00,214.64,0.00,0.00,0.00,0.00,718.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,1,0,257,1,2014-02-27,2015-06-27,1900-01-01,1900-01-01,1100,V,6120.79,13000.00,M,30,M,30,16,1900-01-01,2014-02-25,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007720,2015-01-19,13926.34,0.00,0.00,0.00,0.00,0.00,0.00,468.00,0.00,0.00,0.00,0.00,1445.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,527,1,2014-02-28,2015-08-28,1900-01-01,1900-01-01,1300,V,13926.34,25000.00,M,30,M,30,18,1900-01-01,2014-02-27,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007746,2015-01-19,10815.63,0.00,0.00,0.00,0.00,0.00,0.00,363.46,0.00,0.00,0.00,0.00,938.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,529,1,2014-02-28,2016-02-28,1900-01-01,1900-01-01,1100,V,10815.63,15000.00,M,30,M,30,24,1900-01-01,2014-02-28,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007754,2015-01-19,25291.38,0.00,0.00,0.00,0.00,0.00,0.00,849.93,0.00,0.00,0.00,0.00,2191.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,4,0,529,1,2014-02-28,2016-02-28,1900-01-01,1900-01-01,1300,V,25291.38,35000.00,M,30,M,30,24,1900-01-01,2014-02-28,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007762,2015-01-19,10967.53,519.53,0.00,0.00,0.00,103.07,0.00,239.59,0.00,22.77,86.20,0.00,1140.97,0.71,13.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.25,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,2,14,0,530,1,2014-03-03,2015-08-31,1900-01-01,1900-01-01,1300,V,11487.06,20000.00,C,14,C,14,39,1900-01-01,2014-02-28,41120,B3,15.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007771,2015-01-19,0.00,0.00,6000.00,0.00,0.00,0.00,819.00,0.00,161.00,3682.82,775.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289,6,288,0,532,1,2014-03-04,2014-09-04,1900-01-01,1900-01-01,1300,B,6000.00,6000.00,M,30,M,30,6,2014-07-02,2014-03-03,41120,E,100.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007789,2015-01-19,7351.89,0.00,0.00,0.00,0.00,0.00,0.00,53.71,0.00,0.00,0.00,0.00,1481.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,533,1,2014-03-04,2015-03-31,1900-01-01,1900-01-01,1300,V,7969.83,30000.00,Q,15,Q,15,26,1900-01-01,2014-03-03,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007801,2015-01-19,11274.50,0.00,0.00,0.00,0.00,0.00,0.00,263.57,0.00,0.00,0.00,0.00,1175.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,4,0,534,1,2014-03-04,2015-09-04,1900-01-01,1900-01-01,1100,V,11413.35,20000.00,M,30,M,30,18,1900-01-01,2014-03-03,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007819,2015-01-19,0.00,0.00,247.27,0.00,0.00,0.00,0.00,0.00,0.00,49.80,0.00,0.00,89.23,3.50,27.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180,1,179,0,535,1,2014-03-06,2014-07-24,1900-01-01,1900-01-01,1100,B,247.27,5000.00,S,7,S,7,20,2014-10-21,2014-03-05,41120,E,90.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007843,2015-01-19,1595.57,0.00,0.00,0.00,0.00,0.00,0.00,27.98,0.00,0.00,0.00,0.00,660.65,9.72,27.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,25,0,537,1,2014-03-06,2015-02-05,1900-01-01,1900-01-01,1100,V,1773.74,15000.00,C,14,C,14,24,1900-01-01,2014-03-05,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007851,2015-01-19,0.00,0.00,12462.12,13466.97,0.00,0.00,3626.61,0.00,4579.94,4704.33,2456.89,0.00,266.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265,19,264,0,332,1,2014-03-05,2015-07-22,1900-01-01,1900-01-01,1300,B,25929.09,27437.19,C,14,C,14,36,2014-07-28,2014-03-05,41120,E,100.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007886,2015-01-19,18948.11,0.00,0.00,0.00,0.00,0.00,0.00,387.59,0.00,0.00,0.00,0.00,1823.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,2,0,107,1,2014-03-06,2015-11-06,1900-01-01,1900-01-01,1100,V,19211.33,30000.00,M,30,M,30,20,1900-01-01,2014-03-05,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007932,2015-01-19,3058.98,3920.17,0.00,0.00,0.00,492.96,0.00,22.35,0.00,312.55,462.77,0.00,837.28,122.18,153.55,0.00,1019.32,0.00,0.00,89.38,0.00,0.00,4.47,23.36,129.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,4,74,0,538,1,2014-03-06,2015-02-28,1900-01-01,1900-01-01,1100,V,7395.59,20000.00,Q,15,Q,15,24,1900-01-01,2014-03-05,41120,C1,30.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007967,2015-01-19,0.00,0.00,8051.33,11274.50,0.00,0.00,3260.09,0.00,3342.54,2868.01,1163.79,0.00,145.73,4.73,20.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253,9,252,0,541,1,2014-03-10,2015-09-10,1900-01-01,1900-01-01,1300,B,19325.83,20000.00,M,30,M,30,18,2014-08-11,2014-03-07,41120,E,100.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100007991,2015-01-19,1344.50,0.00,0.00,0.00,0.00,0.00,0.00,91.97,0.00,0.00,0.00,0.00,1083.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,544,1,2014-03-10,2015-09-10,1900-01-01,1900-01-01,1300,V,4919.88,20000.00,M,30,M,30,18,1900-01-01,2014-03-07,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008009,2015-01-19,8452.69,2318.83,0.00,0.00,0.00,1325.84,0.00,123.50,0.00,263.88,387.93,0.00,669.60,29.77,62.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.35,6.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71,3,73,0,546,1,2014-03-10,2015-09-10,1900-01-01,1900-01-01,1300,V,10771.52,15000.00,M,30,M,30,18,1900-01-01,2014-03-07,41120,C2,50.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008017,2015-01-19,0.00,0.00,5500.00,0.00,0.00,0.00,750.75,0.00,147.59,3273.66,775.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,285,6,284,0,545,1,2014-03-10,2014-09-10,1900-01-01,1900-01-01,1100,B,5500.00,5500.00,M,30,M,30,6,2014-07-08,2014-03-07,41120,E,100.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008041,2015-01-19,11945.78,0.00,0.00,0.00,0.00,0.00,0.00,174.54,0.00,0.00,0.00,0.00,1660.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,544,1,2014-03-10,2015-09-10,1900-01-01,1900-01-01,1300,V,12517.69,30000.00,M,30,M,30,18,1900-01-01,2014-03-10,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008050,2015-01-19,3990.81,0.00,0.00,0.00,0.00,0.00,0.00,35.22,0.00,0.00,0.00,0.00,635.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,1,0,548,1,2014-03-11,2015-03-11,1900-01-01,1900-01-01,1100,V,4649.33,20000.00,M,30,M,30,12,1900-01-01,2014-03-10,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008076,2015-01-19,14390.73,0.00,0.00,0.00,0.00,0.00,0.00,111.77,0.00,0.00,0.00,0.00,1476.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,13,0,549,1,2014-03-12,2015-07-29,1900-01-01,1900-01-01,1300,V,14785.93,30000.00,C,14,C,14,36,1900-01-01,2014-03-10,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008084,2015-01-19,3487.79,4435.26,0.00,0.00,0.00,868.30,0.00,40.77,0.00,474.63,387.93,0.00,640.08,20.20,41.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.10,12.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69,3,68,0,550,1,2014-03-12,2015-03-12,1900-01-01,1900-01-01,1300,V,7923.05,16000.00,M,30,M,30,12,1900-01-01,2014-03-11,41120,C2,50.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008131,2015-01-19,7096.80,0.00,0.00,0.00,0.00,0.00,0.00,42.68,0.00,0.00,0.00,0.00,682.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,4,0,554,1,2014-03-13,2015-07-30,1900-01-01,1900-01-01,1100,V,7307.90,15000.00,C,14,C,14,36,1900-01-01,2014-03-12,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008149,2015-01-19,4359.78,0.00,0.00,0.00,0.00,0.00,0.00,44.59,0.00,0.00,0.00,0.00,973.76,45.60,103.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,43,0,555,1,2014-03-13,2015-03-13,1900-01-01,1900-01-01,1300,V,5184.99,20000.00,M,30,M,30,12,1900-01-01,2014-03-12,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008157,2015-01-19,0.00,0.00,13106.00,4359.78,0.00,0.00,2528.85,0.00,1701.41,3461.30,905.17,0.00,304.06,95.36,41.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,221,8,220,0,289,1,2014-03-13,2015-03-13,1900-01-01,1900-01-01,1100,B,17465.78,20000.00,M,30,M,30,12,2014-09-10,2014-03-13,41120,E,100.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008173,2015-01-19,1949.22,0.00,0.00,0.00,0.00,0.00,0.00,3.48,0.00,0.00,0.00,0.00,288.17,11.16,103.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,35,0,556,1,2014-03-18,2015-03-18,1900-01-01,1900-01-01,1300,V,2710.33,10000.00,M,30,M,30,12,1900-01-01,2014-03-14,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008190,2015-01-19,0.00,0.00,8363.95,6298.83,0.00,0.00,1873.32,0.00,655.47,2124.90,517.24,0.00,571.20,95.39,82.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155,6,154,0,559,1,2014-03-18,2015-03-18,1900-01-01,1900-01-01,1300,B,14662.78,20000.00,M,30,M,30,12,2014-11-18,2014-03-14,41120,E,90.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008238,2015-01-19,0.00,0.00,4066.37,0.00,0.00,0.00,363.89,0.00,44.77,2321.71,387.90,0.00,45.47,16.96,13.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266,10,265,0,245,1,2014-03-18,2014-09-02,1900-01-01,1900-01-01,1100,B,4066.37,5000.00,C,14,C,14,12,2014-07-28,2014-03-14,41120,E,100.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008246,2015-01-19,11274.50,0.00,0.00,0.00,0.00,0.00,0.00,32.95,0.00,0.00,0.00,0.00,1175.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,338,1,2014-03-18,2015-09-18,1900-01-01,1900-01-01,1300,V,11899.32,20000.00,M,30,M,30,18,1900-01-01,2014-03-14,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008297,2015-01-19,11050.69,0.00,0.00,0.00,0.00,0.00,0.00,500.54,0.00,0.00,0.00,0.00,1624.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,1,0,567,1,2014-03-20,2015-03-20,1900-01-01,1900-01-01,1300,V,11050.69,35000.00,M,30,M,30,12,1900-01-01,2014-03-19,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008301,2015-01-19,6298.83,0.00,0.00,0.00,0.00,0.00,0.00,276.10,0.00,0.00,0.00,0.00,928.12,23.96,41.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,25,0,568,1,2014-03-21,2015-03-21,1900-01-01,1900-01-01,1300,V,6538.23,20000.00,M,30,M,30,12,1900-01-01,2014-03-19,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008319,2015-01-19,1558.05,0.00,0.00,0.00,0.00,0.00,0.00,70.57,0.00,0.00,0.00,0.00,231.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,1,0,565,1,2014-03-20,2015-03-20,1900-01-01,1900-01-01,1300,V,1558.05,5000.00,M,30,M,30,12,1900-01-01,2014-03-19,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008327,2015-01-19,0.00,0.00,2738.10,12350.58,0.00,0.00,1237.77,36.09,523.32,263.68,258.62,0.00,888.24,65.36,41.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92,3,119,0,566,1,2014-03-20,2015-09-20,1900-01-01,1900-01-01,1100,B,15454.61,20000.00,M,30,M,30,18,2014-12-22,2014-03-19,41120,D,75.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008343,2015-01-19,6284.11,0.00,0.00,0.00,0.00,0.00,0.00,110.18,0.00,0.00,0.00,0.00,964.16,2.94,27.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,5,0,402,1,2014-03-20,2015-04-16,1900-01-01,1900-01-01,1100,V,6468.70,20000.00,C,14,C,14,28,1900-01-01,2014-03-19,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008351,2015-01-19,15452.11,0.00,0.00,0.00,0.00,0.00,0.00,699.89,0.00,0.00,0.00,0.00,1358.25,42.42,144.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,16,0,170,1,2014-03-20,2015-09-20,1900-01-01,1900-01-01,1100,V,15452.11,25000.00,M,30,M,30,18,1900-01-01,2014-03-19,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008386,2015-01-19,14001.03,0.00,0.00,0.00,0.00,0.00,0.00,289.82,0.00,0.00,0.00,0.00,1052.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,3,0,227,1,2014-03-21,2015-03-21,1900-01-01,1900-01-01,1300,V,14001.03,50000.00,M,30,M,30,12,1900-01-01,2014-03-20,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008394,2015-01-19,0.00,0.00,8761.77,6161.97,0.00,0.00,1520.89,0.00,971.68,2032.47,646.55,0.00,460.84,37.67,82.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180,6,179,0,570,1,2014-03-24,2015-03-24,1900-01-01,1900-01-01,1200,B,14923.74,20000.00,M,30,M,30,12,2014-10-21,2014-03-20,41120,E,90.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008408,2015-01-19,1819.08,0.00,0.00,0.00,0.00,0.00,0.00,54.03,0.00,0.00,0.00,0.00,461.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,2,0,571,1,2014-03-24,2015-01-24,1900-01-01,1900-01-01,1100,V,1819.08,15000.00,M,30,M,30,10,1900-01-01,2014-03-20,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
100008424,2015-01-19,5781.50,0.00,0.00,0.00,0.00,0.00,0.00,153.07,0.00,0.00,0.00,0.00,355.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,1,0,573,1,2014-03-24,2015-09-24,1900-01-01,1900-01-01,1300,V,5781.50,10000.00,M,30,M,30,18,1900-01-01,2014-03-21,41120,B1,1.00,1,17,"2015-01-20 10:38:46",192.168.30.2,CARTERACIEDIAPRO,1,412736
